Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
10:47.2,42.9823,13.0493,9.9,2,0.170135679
24:42.2,42.9432,13.0577,11.2,2,0.170145679
28:20.2,43.0587,13.0908,9.4,2,0.170155679
29:22.9,42.9038,13.0455,9.8,2,0.170165679
36:25.5,42.7778,13.2033,8.6,2.6,0.170175679
58:12.5,42.9035,13.193,8,2,0.170185679
00:51.5,42.7708,13.2147,10.4,2.6,0.170195679
19:12.0,42.9413,13.1182,11.7,2.5,0.170205679
25:33.3,42.9463,13.1132,10.6,2.2,0.170215679
26:39.1,42.757,13.2513,10.9,2,0.170225679
34:17.4,42.8273,13.0647,11,2.2,0.170235679
46:42.6,42.5707,13.2758,13.3,2,0.170245679
53:42.8,42.9225,13.1918,9.5,2,0.170255679
57:44.8,42.7705,13.2108,9.4,2.7,0.170265679
01:54.3,42.7187,13.1252,11.1,2.2,0.170275679
18:11.1,42.7693,13.2117,9.7,2.2,0.170285679
44:29.9,42.8673,13.1263,9,2.3,0.170295679
48:17.5,42.89,13.1653,7.3,2,0.170305679
51:00.5,42.9552,13.1333,8.7,2.5,0.170315679
51:47.6,42.7557,13.2408,12.9,2.2,0.170325679
01:10.9,42.7588,13.1953,8.9,2.3,0.170335679
16:14.3,42.7327,13.1667,9,2.2,0.170345679
30:33.2,42.7307,13.1458,11.2,2.5,0.170355679
30:47.4,42.6313,13.1642,14.1,2.1,0.170365679
43:31.4,42.9108,13.1443,7.2,2,0.170375679
52:42.2,42.7973,13.2,10.5,2,0.170385679
56:47.4,42.9137,13.1188,9.6,2.3,0.170395679
58:32.5,43.0158,13.1355,8.9,3.4,0.170405679
00:31.8,43.0163,13.1403,8.7,3.1,0.170415679
35:30.7,42.6808,13.1477,12.9,2.1,0.170425679
40:01.6,42.8505,13.0098,10,2.1,0.170435679
49:14.5,42.7713,13.1522,10.5,2.4,0.170445679
50:06.7,42.9243,13.2147,9.1,2.4,0.170455679
55:33.0,42.7955,13.0813,10.3,2.1,0.170465679
32:58.8,42.8077,12.78,9.8,2,0.170475679
35:41.6,42.8988,13.1785,8.8,3,0.170485679
43:51.6,43.0397,13.0665,9.9,2.2,0.170495679
44:49.5,42.8893,13.1523,10.9,2,0.170505679
51:30.3,42.9128,13.2122,17,2.3,0.170515679
56:17.0,42.8878,13.1512,12.6,3.8,0.170525679
16:17.3,42.9403,13.2098,9.2,2.9,0.170535679
38:03.7,42.9603,13.1507,2.7,2,0.170545679
39:05.0,42.8725,13.0875,10.3,2.4,0.170555679
03:30.8,42.5298,13.2608,12.7,2.1,0.170565679
07:34.7,42.9425,13.2047,9,2.1,0.170575679
23:58.5,42.8125,13.1723,9.8,2.5,0.170585679
15:36.7,42.9947,13.1275,10.2,2,0.170595679
26:32.0,43.1027,13.0043,10.8,2,0.170605679
15:44.0,42.9198,13.0398,11,2.3,0.170615679
22:56.6,42.8663,13.1513,8.2,2,0.170625679
24:28.4,43.0042,13.06,7.3,2,0.170635679
36:59.6,42.6292,13.2208,11.6,2,0.170645679
45:16.8,43.0178,13.0823,10.4,2.2,0.170655679
46:18.7,43.0032,13.1475,8.1,2,0.170665679
47:20.2,43.053,13.0585,10.2,2,0.170675679
57:19.8,42.98,13.1427,13.4,2.1,0.170685679
05:07.9,42.8397,13.1942,9.5,2.1,0.170695679
20:59.2,43.0078,13.143,8,2.6,0.170705679
28:37.3,42.8057,13.1712,8.6,2.8,0.170715679
01:51.4,42.7222,13.1982,10.1,2.3,0.170725679
30:29.2,42.8958,13.195,10.2,2,0.170735679
41:12.7,42.8028,13.0953,11.1,2.1,0.170745679
48:59.8,42.8952,13.137,10,2,0.170755679
03:27.9,42.794,13.1977,10.1,2.1,0.170765679
03:42.4,42.8753,13.0845,10.4,2.1,0.170775679
13:00.4,42.8357,13.1648,10.9,2.5,0.170785679
26:25.8,43.0022,13.0557,9.4,2,0.170795679
29:54.2,42.8727,13.0608,9.7,2,0.170805679
33:21.7,42.9467,13.1373,10.1,2.1,0.170815679
43:14.2,42.8842,13.197,6.6,2.1,0.170825679
45:59.3,42.9433,13.1162,11.1,2.5,0.170835679
03:03.2,42.9212,13.2148,9.1,2.1,0.170845679
10:58.3,42.9225,13.0448,11.1,2,0.170855679
12:04.8,42.7787,13.2283,13.5,2,0.170865679
35:59.0,42.9128,13.0977,11.5,2,0.170875679
45:46.4,42.9852,13.058,9.6,2,0.170885679
58:37.3,42.6748,13.2102,11.1,2.3,0.170895679
03:41.4,42.5447,13.239,10.5,2.1,0.170905679
18:36.0,42.6598,13.2165,10.9,2.2,0.170915679
33:21.3,42.9158,13.1652,9.3,2,0.170925679
42:40.3,42.7228,13.2187,13.6,2.5,0.170935679
09:04.0,42.7132,13.243,11.4,2.1,0.170945679
20:18.3,42.8982,13.1842,7.5,3,0.170955679
21:57.4,42.8983,13.1893,9,2.4,0.170965679
28:09.1,42.7975,13.1417,10,2.9,0.170975679
29:57.6,43.0157,13.0735,9.7,2.3,0.170985679
33:46.1,42.8882,13.1175,8.9,2.8,0.170995679
34:39.7,42.7147,13.2122,10.3,2.2,0.171005679
36:06.2,42.8053,13.1498,10,2,0.171015679
48:28.1,42.8818,13.1655,8.3,2.3,0.171025679
51:36.5,42.9937,13.1487,5.8,2.5,0.171035679
00:38.0,42.8068,13.2102,9.3,3.4,0.171045679
03:56.4,42.6968,13.1482,11,2,0.171055679
06:33.1,42.9128,12.9728,7.9,2.2,0.171065679
07:50.2,42.8015,13.2088,8.8,2.5,0.171075679
13:48.3,42.8893,13.1068,10.8,2.1,0.171085679
30:53.7,42.8962,13.189,8.4,2,0.171095679
56:56.9,42.7972,13.1153,11,2.3,0.171105679
17:31.4,43.034,13.1028,7.6,2,0.171115679
28:07.1,42.7237,13.2977,12.6,2,0.171125679
16:27.3,42.8262,13.0448,9.9,3.2,0.171135679
29:40.2,42.9547,13.1372,9.1,2.2,0.171145679
30:16.6,42.8295,13.0382,9.3,2.2,0.171155679
41:21.6,42.8423,13.0552,10.3,2.1,0.171165679
09:17.6,43.0402,13.1148,9.1,2,0.171175679
44:43.8,42.907,13.0293,10.6,2,0.171185679
07:41.8,42.9732,13.1412,9,2,0.171195679
36:42.5,42.9732,13.1385,9.4,2.1,0.171205679
09:25.5,42.8882,13.2167,8.6,2.5,0.171215679
13:37.8,42.8432,13.0653,10.3,2.2,0.171225679
20:57.9,42.7883,13.2408,17.9,2.1,0.171235679
26:44.6,42.91,13.2213,8.6,2.2,0.171245679
29:03.4,42.9065,13.1958,8.2,2,0.171255679
36:49.5,42.9138,13.1988,9.1,2.1,0.171265679
57:30.2,42.8942,13.1898,8.3,2.3,0.171275679
21:07.1,42.8248,13.0268,9.2,2.3,0.171285679
21:32.6,42.6713,13.2203,14.7,2.5,0.171295679
28:00.3,43.0278,13.0978,9.6,2,0.171305679
30:25.7,42.8688,13.0418,11.1,2.1,0.171315679
30:50.5,42.6622,13.2153,13.5,2.3,0.171325679
00:43.4,42.7448,13.19,10.7,2,0.171335679
17:09.9,42.8953,13.0727,10.7,2,0.171345679
25:31.5,42.8358,13.1208,10.8,2.1,0.171355679
34:00.6,42.7352,13.2377,12.9,2.3,0.171365679
39:18.5,42.6087,13.3463,8,2,0.171375679
46:13.0,42.8778,13.1052,8.7,2.1,0.171385679
54:01.3,42.6507,13.2118,13.7,2.8,0.171395679
03:50.1,42.9555,13.1517,10.6,2.2,0.171405679
21:37.1,42.8313,13.0368,9.7,2,0.171415679
22:08.1,42.9833,13.0597,9.4,2.2,0.171425679
36:47.0,42.7577,13.2148,10.5,2,0.171435679
42:18.7,42.6947,13.2063,11.1,2.1,0.171445679
45:55.5,42.9063,13.1967,8.3,2.8,0.171455679
58:27.2,42.9138,13.2103,8,2,0.171465679
06:54.0,42.9258,13.1538,10.1,2.2,0.171475679
11:58.7,42.6707,13.3027,5.5,2.1,0.171485679
13:38.1,42.651,13.2135,12.5,2.7,0.171495679
15:50.0,42.819,13.1383,9.8,2.1,0.171505679
22:31.2,42.9472,13.0382,7.5,2,0.171515679
38:34.4,42.8028,13.1342,10,2.6,0.171525679
42:26.9,42.8018,13.1293,10.3,2.4,0.171535679
04:33.6,42.7607,13.2323,8.9,2.6,0.171545679
17:28.2,42.8018,13.1317,10,2,0.171555679
03:21.5,42.8977,13.1803,8.5,2.5,0.171565679
09:15.2,42.9518,13.0492,10.1,2.3,0.171575679
11:22.1,42.8228,13.2493,10.6,2,0.171585679
16:07.0,42.8818,13.214,8.9,2.2,0.171595679
28:54.3,42.8437,13.2638,15.9,2.2,0.171605679
45:43.7,42.9197,13.1453,10.6,2,0.171615679
50:39.9,42.7708,13.1403,10,2,0.171625679
06:28.6,42.9063,13.0667,10.9,2.2,0.171635679
13:15.0,42.8153,13.1845,12.5,2.1,0.171645679
49:11.8,42.8677,13.1907,9.4,2.6,0.171655679
08:00.2,42.921,13.2148,8,2,0.171665679
09:02.9,42.6623,13.169,11,2,0.171675679
20:07.9,42.811,13.1563,10,2.1,0.171685679
26:30.7,43.0207,13.0897,7.7,2.2,0.171695679
49:21.4,42.8883,13.1563,8.6,2.7,0.171705679
00:56.4,42.8123,12.7663,8.4,3.3,0.171715679
41:57.1,42.9532,13.1302,8.2,2.2,0.171725679
43:04.0,42.5412,13.2393,9.4,2.1,0.171735679
49:50.4,42.9752,13.118,8.4,2,0.171745679
25:55.8,42.8508,13.0627,10.2,2.4,0.171755679
29:37.8,42.5505,13.2463,10.1,2.6,0.171765679
51:18.6,42.9238,13.1228,12.2,2.3,0.171775679
51:51.8,42.6898,13.237,12.9,2,0.171785679
56:11.2,42.8702,13.1227,7.6,2.1,0.171795679
06:02.4,42.666,13.1573,13.2,2,0.171805679
09:13.4,42.9,13.1782,9,2.2,0.171815679
18:21.5,42.9087,13.0608,9.5,2.1,0.171825679
22:22.0,42.8332,13.2232,13.7,2,0.171835679
25:58.4,43.0183,13.0973,3.9,2.8,0.171845679
35:40.0,42.9427,13.2918,10.3,2.2,0.171855679
37:10.4,42.9432,13.207,8.9,2.1,0.171865679
38:23.9,42.8478,13.0677,10.1,2.1,0.171875679
52:39.7,43.0058,13.067,9,2.9,0.171885679
00:58.8,42.884,13.1988,8.7,2,0.171895679
22:46.8,42.9413,13.1182,10.7,2,0.171905679
24:55.4,42.895,13.1872,8.3,2.6,0.171915679
39:05.9,42.8832,13.139,9.1,2,0.171925679
44:09.8,42.8982,13.1917,8.1,2.6,0.171935679
49:58.5,42.5467,13.254,10.1,2,0.171945679
51:35.2,42.7373,13.0773,11,2,0.171955679
53:39.5,42.9568,13.1503,10.9,2.2,0.171965679
02:42.4,43.0153,13.1425,7.7,2.8,0.171975679
13:02.7,42.8903,13.1915,7.9,2.1,0.171985679
20:53.0,42.8923,13.1818,7.9,2.6,0.171995679
31:01.4,42.7027,13.2162,10.2,2.2,0.172005679
41:22.6,43.0853,13.0365,8.7,2.1,0.172015679
55:50.1,42.6518,13.2232,10,2.2,0.172025679
56:49.8,42.9643,13.0235,12.2,2.2,0.172035679
03:02.7,42.8827,13.1155,7.9,2.1,0.172045679
07:27.4,42.5515,13.2497,10.7,3.1,0.172055679
24:28.2,42.9632,13.1467,8.2,2.3,0.172065679
27:49.5,42.7298,13.2777,11.3,2.5,0.172075679
28:53.3,43.0075,13.1463,8.5,2.5,0.172085679
33:59.9,43.0022,13.0758,9.2,2.1,0.172095679
41:51.2,43.0045,13.1443,9.5,2.1,0.172105679
09:21.2,42.9452,13.0307,9.9,2.2,0.172115679
24:32.2,43.04,13.0443,10,2,0.172125679
41:22.9,42.9215,13.0492,9,2.2,0.172135679
43:53.2,42.8703,13.1247,8.7,2.1,0.172145679
53:21.9,43.0683,13.1003,6.8,2.3,0.172155679
15:08.4,43.001,13.149,9.3,3.5,0.172165679
19:09.7,42.8867,13.1687,7.6,2.4,0.172175679
21:40.2,42.9747,13.1383,5.6,2,0.172185679
30:19.2,43.002,13.1388,8,2.6,0.172195679
47:15.8,42.9735,13.0408,9.9,2.3,0.172205679
50:10.6,42.9965,13.1567,9.2,3.2,0.172215679
50:51.2,42.9992,13.1468,7.9,3.3,0.172225679
56:12.8,43.0048,13.1078,8.1,2.3,0.172235679
56:49.2,42.8763,13.1237,9,2.2,0.172245679
10:45.6,42.9233,13.0563,9.3,2.2,0.172255679
31:48.3,42.944,13.2148,9.6,2.2,0.172265679
33:55.3,42.7698,13.211,10.5,2,0.172275679
48:20.7,42.7707,13.0592,10.3,2.3,0.172285679
58:27.8,43.0085,13.1062,4.6,2,0.172295679
03:47.0,42.9977,13.1437,6.2,2.8,0.172305679
17:45.7,42.7623,13.1948,8.6,2.6,0.172315679
18:10.8,43.0158,13.1387,9.1,2.5,0.172325679
24:58.4,42.9483,13.3048,11,2.7,0.172335679
39:47.6,42.8517,13.12,10.7,2.2,0.172345679
41:11.0,42.81,13.1507,10.2,2.1,0.172355679
44:12.8,42.8905,13.1638,13.3,2,0.172365679
45:51.2,42.8157,12.7647,8.9,2.1,0.172375679
49:48.8,42.793,13.092,12.8,2.3,0.172385679
07:27.2,42.8762,13.2018,7.4,2.4,0.172395679
08:10.3,42.5438,13.252,10.9,2.2,0.172405679
13:10.6,42.6613,13.1917,13.2,3.7,0.172415679
29:55.6,42.728,13.177,14,3.5,0.172425679
45:37.4,42.7318,13.1702,15.2,2.4,0.172435679
00:46.0,42.9997,13.0718,9.2,2.6,0.172445679
01:50.4,42.9515,13.1543,8.9,2.4,0.172455679
08:08.2,42.7258,13.2603,12.8,2.3,0.172465679
17:32.1,42.793,13.097,13.1,2.1,0.172475679
20:45.8,42.6868,13.1838,16,2,0.172485679
27:43.6,42.9068,13.1755,15.9,2.1,0.172495679
35:04.7,42.8162,12.7618,9.4,2.5,0.172505679
40:31.1,42.8163,12.7678,9.9,2,0.172515679
24:28.3,42.9538,13.1283,9.1,2.1,0.172525679
29:37.0,42.8685,13.2037,7.9,2,0.172535679
01:33.1,43.0088,13.136,6.3,2.3,0.172545679
08:56.8,42.8908,13.2005,7.6,2,0.172555679
19:51.7,42.5903,13.231,11.4,2.1,0.172565679
26:16.8,42.7307,13.2163,11.1,2.4,0.172575679
26:37.6,43.0122,13.0882,13.1,2.3,0.172585679
54:37.5,42.9025,13.048,12.5,2.4,0.172595679
55:39.3,42.9455,13.1043,8.4,2.4,0.172605679
02:34.5,42.8448,13.0683,11.2,2.1,0.172615679
11:13.0,42.9072,13.1002,10.7,2,0.172625679
37:17.1,43.0332,13.0742,8.1,2.1,0.172635679
07:45.1,42.8965,13.2097,8.4,2.1,0.172645679
10:10.1,42.7938,13.1167,10.9,2,0.172655679
34:10.5,42.8103,13.1467,11.1,2,0.172665679
47:46.7,42.8658,13.1603,10.7,2.1,0.172675679
07:45.2,42.6737,13.1808,12.5,2,0.172685679
15:26.9,42.6728,13.1828,12.7,2.1,0.172695679
17:38.6,42.6657,13.1963,11.1,2.1,0.172705679
22:44.4,43.0127,13.0662,10.3,2.8,0.172715679
24:25.8,42.7898,13.1197,11,2,0.172725679
31:26.3,42.7873,13.1025,11.6,2.3,0.172735679
37:19.3,42.667,13.1893,11.3,2.1,0.172745679
41:46.6,42.7227,13.2067,9.8,2.6,0.172755679
46:28.9,42.734,13.1917,10,2.3,0.172765679
48:17.9,42.6822,13.3152,9.5,2,0.172775679
59:36.6,42.7133,13.1573,11.1,2.7,0.172785679
04:51.0,42.7307,13.1943,9.3,2.3,0.172795679
09:05.3,42.9793,13.067,10.5,2,0.172805679
12:50.7,42.7482,13.1935,9.8,2.1,0.172815679
27:26.5,42.7472,13.1793,12.6,2.5,0.172825679
37:41.8,42.9773,13.1583,25.4,2.4,0.172835679
46:39.9,42.9375,13.2083,8,2.1,0.172845679
49:09.1,42.6588,13.3373,12.9,2.2,0.172855679
50:03.0,42.9453,13.2113,8.8,2.2,0.172865679
12:40.3,42.7717,13.0815,9.5,2.4,0.172875679
13:28.5,42.795,13.1428,10.5,2.2,0.172885679
24:43.5,42.7532,13.1927,12.1,2.1,0.172895679
51:16.0,42.7103,13.2498,10.8,2.3,0.172905679
52:08.8,43.0337,13.1018,8.4,2,0.172915679
01:27.7,42.7417,13.1853,10.3,2.4,0.172925679
35:13.4,42.7542,13.1848,11.1,2.3,0.172935679
41:42.9,42.7378,13.1368,10.7,2.6,0.172945679
42:37.6,42.725,13.1305,4.2,2.4,0.172955679
56:32.0,42.9822,13.1243,13.5,2.1,0.172965679
01:09.7,42.6513,13.2102,12.2,2.6,0.172975679
06:04.0,42.8578,13.0568,10.2,2.1,0.172985679
06:47.2,42.9602,13.137,8.2,2.1,0.172995679
25:04.7,42.9283,13.0483,10.3,2,0.173005679
31:31.3,42.7218,13.2138,10.5,2.2,0.173015679
33:24.2,42.7267,13.1753,12.2,2,0.173025679
44:31.4,42.8728,13.0828,11.1,2.2,0.173035679
26:43.4,42.811,13.1512,10,2,0.173045679
35:16.6,42.8283,13.1295,11.2,2,0.173055679
35:46.4,42.9023,13.1905,7.4,2,0.173065679
37:53.8,42.9237,13.0553,10.2,2,0.173075679
51:20.8,42.6982,13.1805,8.4,3.1,0.173085679
19:05.1,42.9235,13.1563,9.1,2.4,0.173095679
29:13.0,42.7692,13.1522,9.4,2.6,0.173105679
33:23.8,42.6833,13.1958,10.9,2.3,0.173115679
47:44.1,42.7475,13.23,14.8,2.2,0.173125679
51:34.8,42.7467,13.1458,11.1,2.1,0.173135679
57:36.4,42.8038,13.0865,11.4,2.3,0.173145679
58:13.2,42.7303,13.3505,15.1,2.2,0.173155679
04:29.5,42.7732,13.2132,9.9,2.3,0.173165679
33:07.8,42.7447,13.1575,11.5,2,0.173175679
43:08.0,42.9268,13.1513,9.6,3.3,0.173185679
44:15.6,42.8312,13.1192,10.2,2.8,0.173195679
02:06.5,42.848,13.0682,10.9,2.2,0.173205679
03:26.5,43.0065,13.0735,8.5,2.3,0.173215679
08:39.8,42.6883,13.2948,13.7,2.3,0.173225679
21:54.3,42.7563,13.1882,9.4,2,0.173235679
32:11.1,42.8003,13.1268,10.5,2.5,0.173245679
43:07.4,42.8777,13.0903,9.3,2.1,0.173255679
59:37.0,42.8758,13.2432,10,2.1,0.173265679
26:05.3,42.9487,13.2008,7.8,2.2,0.173275679
27:03.2,42.9273,13.2275,8.1,2.3,0.173285679
30:40.2,42.8835,13.0658,9.3,2,0.173295679
35:22.8,42.8563,13.2177,10.5,2,0.173305679
54:39.3,42.6818,13.2963,8.1,2.8,0.173315679
03:01.7,42.7367,13.1938,10.1,2.1,0.173325679
05:58.2,42.9237,13.2213,8.2,2.2,0.173335679
10:46.8,42.8068,13.108,11,2.1,0.173345679
49:30.6,43.0098,13.0937,8.9,2,0.173355679
59:14.1,43.0348,13.0617,9.9,2.2,0.173365679
00:44.6,42.9258,13.2058,9.6,2.4,0.173375679
08:20.3,42.9302,13.2115,7.9,2,0.173385679
22:22.1,42.7428,13.15,9.6,2.2,0.173395679
31:21.7,42.7275,13.2582,10.5,2,0.173405679
33:57.4,42.8127,13.1538,10.7,2.2,0.173415679
37:30.3,42.829,13.2288,13.7,2.6,0.173425679
09:41.0,42.8292,13.0348,10.7,2.8,0.173435679
36:16.8,42.7657,13.1297,19.2,2.1,0.173445679
57:33.2,42.7007,13.1495,10.9,2.2,0.173455679
14:34.0,42.9323,13.213,9,3.1,0.173465679
15:35.9,42.934,13.2117,8.7,2,0.173475679
16:33.4,42.9288,13.2132,9,2,0.173485679
26:40.1,42.9248,13.2058,7,2.5,0.173495679
43:30.8,42.8022,13.1882,9.5,2.7,0.173505679
51:22.2,42.816,13.2218,13.8,2,0.173515679
14:55.5,42.7417,13.1702,11.4,2.1,0.173525679
29:27.7,42.8702,13.0338,11.1,2.1,0.173535679
40:27.8,42.8807,13.2023,10.3,2.1,0.173545679
47:09.0,42.8737,13.0272,10.7,2.2,0.173555679
59:54.8,42.7097,13.1567,11.7,2,0.173565679
31:56.9,42.9292,13.1943,9,2,0.173575679
33:31.4,42.8843,13.2018,8.8,2.2,0.173585679
44:22.9,42.7392,13.1837,9.1,2,0.173595679
47:19.2,42.9233,13.2252,9.4,2.5,0.173605679
49:18.6,42.7003,13.1622,8.4,2.8,0.173615679
04:25.5,42.9127,13.1517,10.6,2.1,0.173625679
10:57.8,42.811,13.1313,10.3,2.3,0.173635679
11:36.5,43.021,13.075,6.9,2.2,0.173645679
20:42.7,42.7952,13.2172,10.1,2.3,0.173655679
31:05.2,42.5298,13.2208,11.6,2.4,0.173665679
36:40.6,43.0178,13.0507,10.1,2.4,0.173675679
40:39.9,42.8808,13.2193,9.7,2.2,0.173685679
55:07.5,42.6782,13.2058,12.5,2.7,0.173695679
59:47.0,42.902,13.2047,8.6,2.1,0.173705679
00:46.0,42.7547,13.2292,11,2.4,0.173715679
26:38.2,42.9907,13.0552,9.6,2.2,0.173725679
17:34.2,42.8252,13.1557,10.5,2.2,0.173735679
51:29.7,43.0167,13.1262,8.6,2.5,0.173745679
25:04.1,42.8343,13.2417,15.9,2.5,0.173755679
32:00.4,43.0282,13.0813,7.4,2.4,0.173765679
33:59.0,42.9333,13.2098,9.4,2.4,0.173775679
45:55.9,42.9757,13.1163,9.8,2,0.173785679
03:56.4,42.7768,13.1585,11.4,2,0.173795679
30:34.3,42.7865,12.9633,10.3,2.1,0.173805679
35:52.7,42.6957,13.2235,12.1,2,0.173815679
44:23.1,43.0357,13.0652,9.9,2.4,0.173825679
06:22.5,42.8885,13.1717,9.6,2.2,0.173835679
35:19.0,43.0302,13.0657,9.3,2.1,0.173845679
45:01.3,42.9117,13.1983,9.2,2,0.173855679
49:40.2,42.8812,13.0678,10.9,2.1,0.173865679
10:10.5,42.6608,13.1978,11.9,2,0.173875679
12:08.2,42.6682,13.1993,14,2,0.173885679
38:31.0,43.0277,13.0367,10.3,2,0.173895679
38:31.0,43.0298,13.0388,10.3,2.1,0.173905679
57:31.2,42.8998,13.1852,7.1,2,0.173915679
58:02.3,43.0848,13.0743,6.9,2.1,0.173925679
50:59.1,42.8858,13.1323,9.3,3.6,0.173935679
52:31.5,42.863,13.1032,8.9,2,0.173945679
04:01.3,42.8733,13.1332,8.3,2.2,0.173955679
30:54.0,42.9242,13.2313,7.3,2.9,0.173965679
43:35.9,42.828,13.2545,13.5,3.1,0.173975679
45:23.2,42.8223,13.2553,11,2.1,0.173985679
11:37.6,42.8745,13.0463,11.1,2.5,0.173995679
12:18.7,42.8058,13.1263,10.5,2.2,0.174005679
29:11.3,42.7472,13.2305,12,2.1,0.174015679
36:37.6,42.9305,13.0323,11.9,2.3,0.174025679
47:56.1,42.7507,13.1913,10.1,2.4,0.174035679
52:44.0,42.8087,13.2175,8.7,2.1,0.174045679
57:33.5,42.979,13.0372,7.9,3.4,0.174055679
59:37.4,42.9398,13.1022,8.1,2.4,0.174065679
00:19.1,42.8122,13.1363,8.9,2.6,0.174075679
03:14.2,42.6523,13.2133,10.9,3.3,0.174085679
07:10.5,43.0018,13.0827,9.6,2,0.174095679
11:57.0,42.6598,13.2148,11.8,2.2,0.174105679
14:53.3,42.8133,12.765,9.6,2,0.174115679
20:19.7,42.7552,13.2958,14.5,2.4,0.174125679
29:46.8,42.7742,13.1635,10.5,2.1,0.174135679
35:37.5,42.8823,13.1322,11.7,2.1,0.174145679
41:05.7,42.705,13.1622,10.9,2.3,0.174155679
42:12.9,42.9258,13.1538,13,2,0.174165679
51:14.4,42.7817,13.0525,10.3,2.3,0.174175679
53:47.9,43.0573,13.0792,8,2.2,0.174185679
17:13.9,42.9147,12.9012,10.7,2.1,0.174195679
23:30.2,42.9838,13.1493,9,3.4,0.174205679
24:22.1,42.9987,13.1448,8.6,2.7,0.174215679
28:14.4,42.727,13.2687,10.9,2.4,0.174225679
52:29.2,43.0098,13.0652,10.2,2.1,0.174235679
56:08.7,42.9907,13.149,8.8,2.1,0.174245679
12:19.9,42.762,13.0582,10.3,2.1,0.174255679
12:19.8,42.7625,13.0532,10.6,2.3,0.174265679
20:17.1,42.7898,13.1,11.1,2,0.174275679
39:04.2,42.9888,13.0593,9.7,2.3,0.174285679
42:19.2,42.9292,13.181,4.2,2.1,0.174295679
43:14.1,42.8058,13.1187,10.2,2,0.174305679
46:31.7,42.7783,13.0498,10.2,2.1,0.174315679
51:35.7,42.7795,13.0543,10.3,2.2,0.174325679
01:15.6,42.6847,13.2042,11.4,2.1,0.174335679
06:11.6,42.7502,13.1437,12.5,2.4,0.174345679
15:33.9,43.0153,13.137,8.1,2.5,0.174355679
22:45.9,42.6348,13.2572,10.1,2.3,0.174365679
40:38.6,42.811,13.1543,10.6,2.8,0.174375679
54:34.6,42.7833,13.0548,10.5,3.3,0.174385679
56:06.6,42.7802,13.0543,10.4,2.6,0.174395679
00:26.0,42.7377,13.1308,13.5,2.9,0.174405679
00:26.3,42.7555,13.1563,11.8,2.8,0.174415679
03:06.4,42.6378,13.2608,12.1,2.1,0.174425679
07:47.4,43.0053,13.1422,5.4,2,0.174435679
08:21.7,42.7547,13.1695,17.5,2.1,0.174445679
30:45.1,42.9813,13.0402,5.3,2.1,0.174455679
35:14.7,42.6947,13.0152,8.5,2.2,0.174465679
59:59.5,42.6638,13.1892,11,2.1,0.174475679
02:43.8,42.944,13.2143,9.2,2.1,0.174485679
06:55.6,42.7968,13.231,11.4,2,0.174495679
05:53.5,42.9287,13.2023,7.8,2.4,0.174505679
16:01.2,42.9198,13.0723,10.2,2,0.174515679
39:27.1,42.8358,13.1218,11,2.1,0.174525679
44:31.1,42.7673,13.1152,11.8,2.5,0.174535679
48:51.7,42.9768,13.0583,10.1,2.7,0.174545679
54:06.8,42.7752,13.1725,10,2.1,0.174555679
03:54.2,42.9175,13.0503,10.2,2.2,0.174565679
11:30.4,42.8652,13.1423,9.3,2,0.174575679
12:56.2,42.7948,13.1373,9.4,2.1,0.174585679
28:05.3,43.0127,13.1488,8,2.2,0.174595679
10:18.7,42.7477,13.1717,11,2,0.174605679
25:20.1,42.7567,13.1562,9.3,2.2,0.174615679
36:55.9,42.7932,13.1235,10.6,3.5,0.174625679
56:22.9,42.7883,13.1023,12.3,2.1,0.174635679
01:59.5,43.0052,13.071,10.2,2.2,0.174645679
13:48.5,42.8747,13.2045,8.3,2,0.174655679
22:58.6,42.8348,13.139,10.7,2.1,0.174665679
24:58.0,42.8518,13.1178,9.5,2.1,0.174675679
43:00.2,42.7543,13.2178,10.5,2.4,0.174685679
43:08.8,42.7483,13.2485,9.3,2.2,0.174695679
44:51.3,42.8873,13.2063,7.2,2.7,0.174705679
17:40.4,42.983,13.1288,6.4,2.1,0.174715679
18:33.9,42.7192,13.2002,11.6,2,0.174725679
25:16.5,43.0097,13.0782,8.6,2.7,0.174735679
02:31.1,42.6288,13.2312,13.8,2.1,0.174745679
07:03.1,42.9393,13.205,9.4,2.8,0.174755679
14:01.1,43.0422,13.0947,8.7,3,0.174765679
26:04.9,43.0218,13.1138,9.5,2.2,0.174775679
27:26.2,42.8033,13.2407,10.3,2.6,0.174785679
32:15.4,42.5258,13.1907,9.8,2,0.174795679
39:29.8,42.7438,13.1787,10.2,2.3,0.174805679
23:54.7,42.8025,13.1893,9.9,2.2,0.174815679
27:19.2,42.9042,13.1438,10.4,2,0.174825679
28:55.6,42.7255,13.2133,10.4,2.1,0.174835679
43:34.7,42.7537,13.2162,16.9,2.6,0.174845679
44:42.7,42.8128,13.1628,9.7,2.7,0.174855679
48:28.9,42.7873,13.07,10.2,2.9,0.174865679
59:39.9,43.0407,13.0557,9.9,2,0.174875679
04:32.9,42.9103,13.197,8.2,2,0.174885679
49:39.2,42.7955,13.1558,10.6,2,0.174895679
50:56.5,42.9803,13.1538,8.7,2.4,0.174905679
51:27.4,42.9793,13.1522,8.8,2.6,0.174915679
09:32.1,42.7988,13.1008,10.6,2,0.174925679
23:30.1,42.9215,13.1488,8.5,2,0.174935679
