Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
59:53.0,42.89,13.2258,8.6,2.306278895407477,0.166375679
03:39.7,42.7678,13.1818,10.9,2.3364447235419625,0.166385679
15:55.1,43.0112,13.0707,10.5,2.385162217167021,0.166395679
16:26.7,42.5705,13.2367,10.5,2.2134507196687325,0.166405679
19:53.4,43.006,13.2302,8.6,2.26839057285092,0.166415679
26:40.8,43.0503,13.0908,7.4,2.3139034560509972,0.166425679
39:59.3,42.8087,13.144,9.7,2.3926555002739813,0.166435679
43:48.0,42.8033,12.9393,4.7,2.9960042640468343,0.166445679
50:37.9,42.7813,13.1272,0.4,2.5795225226191736,0.166455679
53:49.9,42.8108,13.143,10.4,2.707889662145593,0.166465679
54:11.6,43.0618,13.0952,9.5,2.698829137856852,0.166475679
58:00.6,42.8217,13.1458,8.6,2.907399721080613,0.166485679
00:31.3,42.8163,13.1517,9.9,3.160363378412327,0.166495679
12:44.7,42.8125,12.7683,9.9,2.5214444977547035,0.166505679
14:19.5,42.5387,13.2455,10.2,2.0295499998328275,0.166515679
15:06.1,42.9048,13.0593,10.6,2.9296373384108363,0.166525679
17:46.4,42.9358,13.1988,8.3,2.9204458830632998,0.166535679
24:19.6,42.9078,13.1467,10.1,2.83366988918934,0.166545679
31:26.0,42.7618,13.1998,9.9,2.10884279275583,0.166555679
03:26.4,42.937,13.1093,9.9,2.664174451506386,0.166565679
06:09.5,42.8407,13.1162,8.6,2.872744241252474,0.166575679
15:31.0,43.0078,13.1422,8.6,3.0345297596969125,0.166585679
19:42.4,42.8948,13.1563,9.0,2.46543706426637,0.166595679
29:52.3,42.7145,13.2698,13.1,3.0451768447799754,0.166605679
43:22.9,42.7967,13.0678,10.8,2.3725262150598194,0.166615679
11:07.1,42.7782,13.0567,10.8,2.6636299783776654,0.166625679
11:32.4,42.9402,13.2058,7.4,2.254279931514313,0.166635679
19:31.5,43.0623,13.0608,9.7,3.8,0.166645679
21:37.1,42.9483,13.2097,9.4,2.3923522618922703,0.166655679
44:08.5,42.8762,13.2515,15.4,2.0222743046022185,0.166665679
50:08.2,42.8543,13.0982,11.4,2.8849434774754847,0.166675679
55:21.9,42.6833,13.1482,11.8,2.6680025868115074,0.166685679
59:40.5,42.8887,13.0642,10.6,3.052623495423833,0.166695679
00:40.3,43.066,13.0602,8.8,2.242787172130119,0.166705679
11:17.9,43.0537,13.0657,9.4,2.101542205739935,0.166715679
18:13.7,43.0668,13.063,9.2,2.5670897292167094,0.166725679
19:30.3,42.8408,13.0992,11.7,2.343827812929722,0.166735679
20:10.3,42.7495,13.3172,14.4,2.1151758725975798,0.166745679
25:46.4,42.6788,13.2702,13.8,2.9919663318321943,0.166755679
27:08.4,43.0402,13.103,8.0,2.299740918082912,0.166765679
31:11.2,43.0107,13.1387,8.4,3.0679633297209374,0.166775679
32:30.6,42.7108,13.3458,6.8,2.3718589693920076,0.166785679
38:56.6,42.9465,13.1968,8.8,2.2432079126202464,0.166795679
40:51.7,42.7867,13.1377,9.8,2.979205318371092,0.166805679
43:43.3,42.8567,13.1237,10.4,3.167769338186308,0.166815679
44:25.8,42.7782,13.2003,9.6,3.4,0.166825679
45:48.1,42.9088,13.1688,8.6,3.0989380539671068,0.166835679
50:07.7,42.7798,13.2182,13.6,2.209445036710876,0.166845679
55:34.7,42.9527,13.2078,8.1,2.818477309928964,0.166855679
02:56.8,43.0068,13.077,9.0,2.506375164108653,0.166865679
10:56.6,42.8873,13.1717,8.0,2.373070641082112,0.166875679
17:56.7,43.0077,13.1007,8.5,2.7061941110107846,0.166885679
23:01.0,42.5303,13.2363,9.7,2.06215537067428,0.166895679
25:27.9,42.8007,13.1242,12.2,2.617517382590376,0.166905679
26:54.7,42.8737,13.1627,14.5,2.1327973940533624,0.166915679
31:57.8,42.6695,13.2513,10.5,2.900067006311052,0.166925679
39:24.7,42.7422,13.168,11.0,2.086247455687186,0.166935679
40:40.2,42.9598,13.0363,10.3,2.4047262638054763,0.166945679
49:59.2,42.835,13.0857,11.7,2.692308503819384,0.166955679
50:30.8,42.535,13.2437,10.1,2.1098636993078688,0.166965679
57:40.9,42.9223,13.1617,7.0,2.7634759126248802,0.166975679
02:17.7,42.9378,13.0382,11.0,2.587795623875361,0.166985679
03:42.1,43.0152,13.12,6.4,2.2394765619412595,0.166995679
10:33.3,42.7042,13.2532,8.1,2.9907867323963315,0.167005679
16:13.8,42.9203,13.1412,7.5,2.7537794799544213,0.167015679
20:29.7,42.8617,13.146,10.2,2.4091836512001596,0.167025679
23:14.7,42.9333,13.0463,11.8,3.0294332233940855,0.167035679
23:46.8,42.88,13.0903,10.2,3.057106900437043,0.167045679
36:22.5,42.868,13.2357,10.4,2.1826216456887777,0.167055679
39:09.4,43.0185,13.1388,7.4,2.8488772160968803,0.167065679
42:01.0,42.7863,13.1415,9.9,2.5208862471313838,0.167075679
44:12.3,42.6907,13.1267,11.0,2.2005863763941114,0.167085679
54:21.5,42.895,13.1605,8.4,3.1683717675809158,0.167095679
57:16.3,43.0193,13.1057,9.7,2.5785235412671534,0.167105679
58:50.6,42.9692,13.0863,10.2,2.3403652106497606,0.167115679
00:30.3,42.5978,13.3133,10.8,2.4051664145301324,0.167125679
04:52.1,42.8923,13.2388,9.8,3.1127463813948295,0.167135679
06:27.7,42.8828,13.1513,10.9,2.44877078366086,0.167145679
09:23.8,42.9127,13.1652,8.6,3.0659028769761854,0.167155679
10:32.8,42.8718,13.0905,11.0,3.1767669450109786,0.167165679
17:18.3,42.9302,13.0488,9.7,2.6240671698650533,0.167175679
23:38.5,42.8797,13.2093,5.9,3.021348161204448,0.167185679
24:46.5,42.769,13.0593,10.2,2.18695245512755,0.167195679
27:19.3,42.5713,13.2402,10.7,2.9668085773421877,0.167205679
27:50.2,42.9382,13.2155,9.4,2.8959877078603493,0.167215679
34:32.0,42.9295,13.216,7.6,2.5263798509090503,0.167225679
42:23.9,42.9917,13.0773,10.0,2.9405994552181087,0.167235679
44:16.1,42.8032,13.0957,11.0,2.809506258018788,0.167245679
45:45.9,42.8935,13.1667,8.4,2.579167721729431,0.167255679
46:39.7,43.0505,13.0913,6.1,2.7948902481690845,0.167265679
48:56.8,43.052,13.0138,5.0,2.338694926237242,0.167275679
54:53.7,42.9243,13.1617,9.1,2.0873366123087536,0.167285679
04:41.2,42.7553,13.2122,10.1,2.3888795355935146,0.167295679
05:06.1,42.7807,13.1982,9.9,3.0152052804069633,0.167305679
08:54.3,42.9192,13.1205,10.5,2.7032112087003135,0.167315679
15:52.6,42.7848,13.1393,10.0,2.1573777488240875,0.167325679
23:51.4,42.7757,13.1183,13.5,2.339714903869671,0.167335679
27:24.6,42.8565,13.2327,9.2,2.548273009496306,0.167345679
32:10.9,43.0105,13.052,4.9,2.522926991276748,0.167355679
38:24.3,42.8315,13.2328,14.1,2.7683175149761396,0.167365679
38:47.6,42.8133,13.1048,10.7,2.849415853069803,0.167375679
42:54.9,42.9123,13.1118,10.1,2.6807203526721883,0.167385679
43:38.3,42.8917,13.1653,9.0,2.97119870968887,0.167395679
55:01.5,42.7848,13.1318,10.0,2.453714396288056,0.167405679
57:58.0,42.7902,13.136,10.9,2.0520283706366875,0.167415679
02:21.8,42.5413,13.2328,9.2,2.062749859311023,0.167425679
03:39.4,42.8518,13.1608,12.1,2.140461449566243,0.167435679
06:13.1,42.6473,13.0002,10.0,2.7403502905408805,0.167445679
22:54.0,42.9275,13.1522,9.7,2.9652944617415855,0.167455679
28:41.1,42.8012,13.1807,10.0,2.887900626409613,0.167465679
33:21.0,43.0068,13.1017,9.5,2.8866435064995564,0.167475679
35:33.6,42.946,13.2223,8.9,2.970716151621082,0.167485679
41:57.0,42.9962,13.1067,8.5,2.332038637906667,0.167495679
43:13.6,42.9137,13.2107,9.3,2.7980798479437077,0.167505679
48:02.0,42.858,13.0827,11.5,2.5987031998478733,0.167515679
49:55.6,42.6413,13.3178,10.1,2.8430663313840534,0.167525679
03:07.4,42.8657,13.0692,11.0,2.312363839466364,0.167535679
03:53.0,42.5352,13.2855,14.4,2.540424415466028,0.167545679
06:57.9,42.8062,13.1228,11.0,2.1055463826312333,0.167555679
13:02.9,42.8918,13.21,7.6,2.8465622974812743,0.167565679
16:47.5,42.648,13.2733,12.8,2.5888471622045475,0.167575679
24:41.2,42.9567,13.0317,9.4,2.473529301597086,0.167585679
28:06.3,42.8688,13.0947,12.3,2.5514113912098613,0.167595679
34:20.7,42.8798,13.2178,7.6,2.1378769917410385,0.167605679
41:10.7,43.0282,13.134,8.6,3.163711200658066,0.167615679
49:53.2,42.8783,13.0192,10.4,3.061487185694795,0.167625679
13:24.8,42.8763,13.0943,11.3,2.031236457428906,0.167635679
14:55.7,42.7313,13.1835,9.3,2.427754230327262,0.167645679
16:49.9,42.8713,13.179,10.0,2.287963853686298,0.167655679
39:58.3,42.7998,13.1287,13.4,2.8773220618405815,0.167665679
51:11.6,42.7653,13.1617,11.1,2.1400302264312394,0.167675679
00:20.6,42.758,13.176,13.1,2.316243261864171,0.167685679
01:46.5,42.7277,13.1768,13.8,2.2246736623465933,0.167695679
05:31.1,42.908,13.0572,10.5,2.222022839854069,0.167705679
06:36.0,42.8252,13.0787,10.8,2.5365440860017645,0.167715679
07:37.6,42.9083,13.053,10.8,2.666867572316207,0.167725679
10:09.9,42.8182,13.1593,12.5,2.3396447339536124,0.167735679
13:24.5,42.8128,13.1293,11.0,2.9498696964203734,0.167745679
22:08.0,43.0372,13.0992,7.2,3.1352900919960778,0.167755679
27:37.1,42.8248,13.082,10.5,2.752017192149192,0.167765679
30:57.2,42.7683,13.2927,13.9,2.0588256294509026,0.167775679
30:57.1,42.7727,13.3027,15.4,2.5256205639762532,0.167785679
33:39.3,42.8103,13.0993,11.1,2.351585572322962,0.167795679
33:56.7,42.96,13.0558,11.5,2.487306523004611,0.167805679
39:59.7,43.0197,13.1445,7.2,2.071433671356769,0.167815679
46:01.9,42.7892,13.1287,11.0,2.598150517952263,0.167825679
47:50.5,42.8418,13.0863,10.3,2.353761521349874,0.167835679
48:22.8,42.9357,13.0372,12.1,3.166093856667535,0.167845679
49:18.3,42.9112,13.2175,8.9,2.2316213567422674,0.167855679
03:44.6,42.8053,13.1262,10.1,2.243858963360669,0.167865679
12:19.5,42.9447,13.2145,8.3,2.5164113128154146,0.167875679
16:56.5,42.6783,13.2033,12.2,2.306685183721062,0.167885679
18:48.6,42.8585,13.0588,10.5,3.0505436648634205,0.167895679
20:48.8,42.864,13.0967,9.9,2.698868732533394,0.167905679
22:28.0,43.0038,13.1457,9.0,2.1263579484653223,0.167915679
24:17.6,42.9467,13.2097,9.2,2.0361814263766993,0.167925679
25:03.6,42.7453,13.2185,12.6,2.3309786725355632,0.167935679
27:00.1,42.924,13.2152,10.5,3.045728609364459,0.167945679
38:57.1,42.8758,12.9988,10.7,2.7565540862328493,0.167955679
39:10.5,42.9302,13.038,10.8,2.7886015869854255,0.167965679
02:11.3,42.7943,13.2078,10.6,2.54930703977839,0.167975679
09:14.2,42.775,13.1673,9.8,2.508062377940203,0.167985679
15:21.4,42.7063,13.1605,10.9,2.5426905572338883,0.167995679
16:07.2,42.5893,13.2303,13.8,3.1332230190419006,0.168005679
19:50.9,42.9447,13.1058,9.8,2.137881091196541,0.168015679
35:22.5,42.8423,13.2278,15.7,2.0337706732565537,0.168025679
47:20.7,42.9087,13.1633,6.8,2.5121846756083093,0.168035679
49:52.6,43.0153,13.0358,7.6,2.387195771967196,0.168045679
50:49.5,43.0167,13.0605,10.3,2.504596621419284,0.168055679
03:43.0,43.0688,13.0843,10.0,2.5733819962429965,0.168065679
05:35.8,42.9217,13.2112,9.4,2.8349213269821214,0.168075679
08:43.1,42.872,13.086,8.9,2.9291533126802554,0.168085679
11:41.8,43.0657,13.0973,10.0,2.2504159575088845,0.168095679
17:52.6,43.0112,13.113,10.4,3.0598525456711227,0.168105679
31:31.6,42.7552,13.1923,10.2,2.0764131378754787,0.168115679
33:45.2,42.9427,13.2185,9.2,2.895570417512619,0.168125679
40:42.0,42.9902,13.0398,6.3,2.294115598108301,0.168135679
45:27.4,42.7368,13.1437,12.0,2.155353121466441,0.168145679
03:20.6,42.7777,13.3022,15.6,3.0429060603918074,0.168155679
04:50.5,42.6917,13.2633,12.4,2.246067578619241,0.168165679
05:07.0,42.7727,13.3082,14.7,2.1486616856538703,0.168175679
34:24.6,43.018,13.0935,7.0,2.6316042668552067,0.168185679
39:31.9,42.7933,13.1323,10.8,2.7362323988840735,0.168195679
40:22.2,42.8157,13.1238,11.0,2.3198262238889855,0.168205679
42:49.9,42.8235,13.2475,14.3,2.0763188211341177,0.168215679
43:53.6,42.8922,13.1387,8.9,2.8217280887708687,0.168225679
48:26.3,42.8397,13.0895,11.0,2.792519674143867,0.168235679
53:38.0,42.8063,13.102,10.3,3.0394707992544006,0.168245679
03:01.7,42.8888,13.1068,12.5,3.0532489798943088,0.168255679
04:11.5,42.7755,13.267,14.3,2.261926428922077,0.168265679
10:25.8,42.9062,13.1113,11.0,3.1153657032096973,0.168275679
25:56.1,42.9003,13.1855,10.6,2.783911951542579,0.168285679
30:18.0,42.841,13.1405,8.6,2.2105803810791986,0.168295679
56:57.1,42.9832,13.1632,9.1,2.9309424479281354,0.168305679
03:13.8,42.8863,13.1377,12.3,2.9141292523754214,0.168315679
07:29.5,42.8003,13.1022,12.1,2.833975246306002,0.168325679
15:19.6,42.8058,13.1848,10.8,3.6,0.168335679
18:53.4,42.8897,13.2195,7.8,2.658710353310747,0.168345679
20:38.6,42.7943,13.1153,10.6,2.765551780443925,0.168355679
28:53.1,42.8047,13.0947,10.7,2.1507335501225135,0.168365679
37:52.3,42.7313,13.2057,10.8,2.9140939302630513,0.168375679
43:18.7,43.0603,13.0815,8.8,2.0304936523736954,0.168385679
46:00.6,43.04,13.0738,9.5,2.5252237181711785,0.168395679
47:57.9,42.8752,13.0738,10.5,2.7722063104359536,0.168405679
52:31.1,42.8812,13.1892,7.3,2.3420379844723924,0.168415679
02:45.4,42.7847,13.2018,9.9,3.1240684467605826,0.168425679
31:04.3,42.938,13.2088,8.5,2.9074818783688556,0.168435679
47:01.5,42.7218,13.1968,9.6,2.4580854384584923,0.168445679
51:50.1,42.8808,13.1992,7.9,2.137110168390747,0.168455679
53:53.2,42.8988,13.1765,7.1,2.742532512290692,0.168465679
54:50.8,42.9653,13.0562,13.3,2.755167020041213,0.168475679
14:18.2,42.9147,13.2122,8.7,2.465388444456721,0.168485679
46:35.1,42.7378,13.1978,13.0,2.811966035162942,0.168495679
53:39.9,42.922,13.1413,10.2,2.29824561346314,0.168505679
13:14.1,42.7912,13.0843,10.7,2.578005449532932,0.168515679
25:01.6,42.6715,13.2328,12.2,2.2735666244984976,0.168525679
26:56.8,43.0128,13.0747,9.0,3.081773585133018,0.168535679
51:10.9,42.7895,13.0965,10.1,2.397532468062566,0.168545679
53:16.6,42.9022,13.1943,7.9,2.1337610594008822,0.168555679
00:19.8,42.8298,13.0842,12.3,2.8505987799921595,0.168565679
00:55.6,42.775,13.0428,10.6,3.1844592489992163,0.168575679
13:52.3,42.8282,13.0867,10.5,2.6725213061084747,0.168585679
24:48.7,42.758,13.0742,10.6,2.367822079283549,0.168595679
25:22.5,42.5762,12.9893,7.5,2.827564094198923,0.168605679
38:40.1,42.8843,13.2078,8.2,2.360843663728081,0.168615679
39:31.9,42.7313,13.1728,9.4,3.164408427346162,0.168625679
47:23.4,42.9652,13.1312,10.0,3.0061259259347453,0.168635679
48:57.1,42.7918,13.1892,5.6,2.4850081319850705,0.168645679
53:10.8,42.8712,13.1243,7.3,2.7539606894507638,0.168655679
54:15.6,42.9033,13.2577,19.7,3.179414245124089,0.168665679
54:37.1,42.707,13.1435,12.9,2.238773845261205,0.168675679
00:14.2,42.8155,13.1323,9.0,2.791657222547088,0.168685679
00:46.9,43.0615,13.0693,9.9,3.083138245202794,0.168695679
02:13.5,43.0002,13.0717,10.9,2.273516398466637,0.168705679
07:22.8,42.7317,13.1837,8.7,2.864946162855574,0.168715679
13:20.6,42.7107,13.25,9.5,3.1298740680585606,0.168725679
15:00.1,42.7998,13.1887,10.0,2.6254110253382756,0.168735679
21:49.3,42.9273,13.2057,8.7,3.1290480779799457,0.168745679
22:31.4,42.6635,13.2112,12.5,2.7688283825517774,0.168755679
23:03.5,42.8403,13.1197,12.6,3.089161558125747,0.168765679
25:23.6,42.7688,13.1902,11.0,2.2058906255198134,0.168775679
30:16.2,42.8338,13.0837,12.3,2.4807957191637753,0.168785679
34:01.7,42.5393,13.2408,9.8,2.672090759683755,0.168795679
50:38.6,42.9322,13.2165,8.3,2.2663331079991633,0.168805679
51:39.4,42.9343,13.2183,8.3,3.096275317829514,0.168815679
58:47.6,42.9358,13.2073,7.4,2.801354286519894,0.168825679
12:00.8,42.7393,13.2612,13.6,2.895139782577357,0.168835679
16:30.8,43.0332,13.0755,10.3,2.0548788098911546,0.168845679
18:06.0,42.8927,13.2107,6.5,2.369995319659873,0.168855679
24:41.5,42.9148,13.1728,13.5,2.5264290106826643,0.168865679
27:23.3,42.8702,13.105,9.8,2.801405423099561,0.168875679
36:57.0,42.8568,13.029,10.0,2.618135305017883,0.168885679
01:22.9,42.8238,13.1652,10.8,2.3442369316193257,0.168895679
07:20.5,42.9003,13.1862,7.8,2.8936112538870145,0.168905679
15:28.3,42.8527,13.1348,14.8,2.119620216495066,0.168915679
18:05.2,42.8037,13.1828,10.4,3.0058413262514616,0.168925679
19:34.2,42.9563,13.1423,10.8,2.71564889780662,0.168935679
21:51.7,42.8168,12.7713,10.2,2.3135893672125647,0.168945679
25:31.3,42.8978,13.1827,8.1,2.021979636754146,0.168955679
27:38.2,42.8393,13.1192,12.2,2.5993207707409347,0.168965679
53:11.1,42.7577,13.1978,13.1,3.0918323053541714,0.168975679
54:11.1,42.75,13.1698,9.8,3.0686440979903122,0.168985679
00:06.7,42.9327,13.2065,7.5,2.158929645032707,0.168995679
01:19.1,42.7942,13.1482,10.3,2.080687442752432,0.169005679
04:38.1,43.0305,13.2032,3.6,2.532720384860172,0.169015679
29:50.4,42.8993,13.1868,7.5,2.3454073516922542,0.169025679
37:10.5,42.7333,13.2962,14.9,2.6928253853707194,0.169035679
40:21.9,42.9397,13.2015,8.7,2.873844571947522,0.169045679
41:41.7,42.7263,13.2158,11.7,3.127932139118854,0.169055679
42:19.3,42.691,13.1722,10.9,2.3622704271360213,0.169065679
48:00.9,42.763,13.1512,12.8,2.375642909276263,0.169075679
49:24.5,42.7467,13.1808,10.8,2.352124834501656,0.169085679
52:48.4,42.7903,13.0545,10.9,2.602322893819851,0.169095679
53:38.6,42.8955,13.1593,7.9,2.160679283797773,0.169105679
54:54.5,43.0122,12.8913,9.6,2.2077037966575053,0.169115679
00:03.8,42.8338,13.206,5.1,2.2146087892364363,0.169125679
01:23.3,42.8978,13.1873,8.2,2.8488472248877965,0.169135679
02:17.1,42.9392,13.0418,10.1,2.9762965014814426,0.169145679
07:06.0,42.688,13.2637,11.7,2.7899276265525166,0.169155679
13:05.1,42.9448,13.2112,7.6,2.8593645661218794,0.169165679
14:09.7,42.9503,13.2022,8.4,3.0220119148871305,0.169175679
17:16.8,42.5638,13.285,10.9,2.2123850043894877,0.169185679
21:40.6,42.7022,13.2308,10.1,2.9948336855209603,0.169195679
26:32.1,43.0328,13.0553,10.5,2.5656489285258965,0.169205679
27:12.5,43.0257,13.0467,10.2,3.1615910152109126,0.169215679
31:02.7,42.8552,13.1373,7.7,3.0386981404788096,0.169225679
31:53.0,42.8603,13.1338,7.6,3.016139297822919,0.169235679
32:42.3,42.7662,13.0723,9.8,3.0030264713042816,0.169245679
43:38.5,43.0147,13.1155,8.1,2.736600399856094,0.169255679
51:38.6,42.7282,13.1967,10.9,2.27244622845344,0.169265679
53:38.9,42.9288,13.205,7.8,3.1671282472192175,0.169275679
54:39.5,42.8582,13.1322,8.0,2.836756039050129,0.169285679
57:30.8,42.8547,13.1377,8.1,2.847112873650288,0.169295679
58:01.5,43.1665,13.4482,21.3,2.069801893170349,0.169305679
58:50.0,42.7228,13.0737,14.0,2.2605883632363675,0.169315679
01:46.6,42.8137,12.7733,10.6,2.9751720116627265,0.169325679
02:56.9,42.8683,13.155,11.5,2.2484758329092864,0.169335679
03:37.1,43.0233,13.1193,2.3,3.1484210670699224,0.169345679
11:47.1,42.7427,13.0747,11.6,2.6665408957435637,0.169355679
15:44.7,42.9208,13.2038,8.9,3.1863794576689664,0.169365679
19:15.6,43.039,13.0437,10.0,2.175316535868064,0.169375679
21:26.3,42.8147,12.7667,9.6,2.0774916186026786,0.169385679
22:24.5,42.8998,13.183,7.1,2.434561053909643,0.169395679
32:01.4,42.8633,13.0287,10.3,2.469651638411946,0.169405679
38:19.6,42.654,13.2352,13.4,2.6517403792895693,0.169415679
42:11.5,42.8353,13.2102,8.4,2.89756061464673,0.169425679
45:11.8,42.7173,13.1397,10.6,2.3848159401040525,0.169435679
47:01.0,43.0292,13.0088,8.7,2.929042370226739,0.169445679
52:56.2,42.7077,13.1423,11.3,2.0287787023747987,0.169455679
55:57.1,42.5662,13.2812,10.9,2.4966340314557907,0.169465679
59:10.5,42.7052,13.1487,10.4,2.2113263919052883,0.169475679
00:41.2,43.0573,13.075,9.8,2.4592144728846037,0.169485679
06:22.3,42.7033,13.2397,9.7,2.0563303160741175,0.169495679
09:16.0,42.8208,13.107,9.9,2.6531696272695173,0.169505679
14:07.7,42.9618,13.0667,12.2,2.399449511319871,0.169515679
16:36.6,42.7008,13.2542,12.3,2.028951498919749,0.169525679
18:05.5,42.8677,13.068,11.1,2.0372990288341777,0.169535679
21:31.9,42.9357,13.2137,8.6,2.050321017570297,0.169545679
22:03.3,42.795,13.1062,10.4,2.5856142524209687,0.169555679
24:53.7,43.059,13.0693,9.3,2.1989734309296973,0.169565679
34:35.4,42.8087,13.0928,10.3,2.1422125082778742,0.169575679
35:14.4,42.7137,13.1505,15.0,2.8736238457799255,0.169585679
47:08.0,42.8715,13.1878,7.7,2.8621835601135075,0.169595679
49:13.7,42.9005,13.0722,11.1,3.049025549400193,0.169605679
52:34.9,42.9395,13.2202,9.4,2.250530666816889,0.169615679
01:47.9,42.7442,13.2093,11.4,2.9306424813250125,0.169625679
02:45.2,42.5453,13.2417,10.3,3.0957530732478564,0.169635679
03:39.3,42.7353,12.9977,12.8,2.055060610807825,0.169645679
05:06.8,42.9472,13.2047,7.5,2.397749552060655,0.169655679
09:52.2,42.8125,12.7627,9.4,2.6982631772879646,0.169665679
11:49.8,42.9113,13.2293,10.3,2.177745105876611,0.169675679
32:03.0,42.8885,13.129,9.8,2.112907904053876,0.169685679
37:10.3,42.9338,13.2023,7.7,3.1215013312669875,0.169695679
43:03.0,42.8247,13.1907,12.4,2.6283576441536907,0.169705679
46:34.0,42.81,13.134,9.2,2.2548776107680766,0.169715679
50:12.0,42.8158,12.7787,9.3,2.7074344449789,0.169725679
01:48.5,42.7457,13.1832,10.1,2.2476119188297177,0.169735679
05:57.5,42.8747,13.1907,8.4,2.3406284758961253,0.169745679
11:34.5,42.8233,13.1752,10.0,3.127538637725647,0.169755679
18:08.9,42.843,13.2537,13.7,3.1063709856679225,0.169765679
21:50.1,42.8487,13.0797,10.3,2.344158077239499,0.169775679
32:05.4,42.7347,13.1858,13.3,2.3089249396418383,0.169785679
37:24.5,42.8543,13.0123,10.1,2.167311016958874,0.169795679
37:56.8,42.8288,13.2532,12.5,2.648537415706237,0.169805679
51:38.5,42.7653,13.2413,12.0,2.5458590109224293,0.169815679
58:29.9,42.6183,13.3377,11.1,3.0892723537264715,0.169825679
00:24.0,42.8028,13.1953,8.8,2.369421802208828,0.169835679
02:56.0,42.8083,13.1935,9.9,2.876032068685986,0.169845679
04:16.1,42.9238,13.19,10.2,3.0826212959552612,0.169855679
41:17.2,43.0175,13.0958,7.6,2.8408178348253266,0.169865679
56:56.4,42.7917,13.2727,15.1,2.4763028963408384,0.169875679
29:55.8,42.8548,13.141,7.6,2.6716633515662833,0.169885679
33:45.4,42.9747,13.1255,9.6,2.1550796037280238,0.169895679
43:35.7,42.5697,13.2107,10.8,2.5420499257541307,0.169905679
46:43.0,42.7608,13.2132,10.1,2.462473033549559,0.169915679
10:30.7,42.9382,13.0917,7.0,2.125828532244711,0.169925679
21:50.2,42.9738,13.0627,11.8,3.019125956252256,0.169935679
37:34.6,42.7257,13.2102,11.6,2.8367945230893525,0.169945679
43:21.7,42.8178,12.7662,9.1,2.673800873055954,0.169955679
44:41.9,42.8488,13.0855,10.2,2.2028845222440006,0.169965679
45:43.4,42.8118,13.0433,10.5,2.3232766899907746,0.169975679
54:17.8,42.8982,13.187,10.1,2.1995103079065204,0.169985679
04:11.0,42.6765,13.2032,10.9,2.139842978873239,0.169995679
06:04.0,42.7913,13.1872,9.2,3.1647363591701563,0.170005679
11:06.4,43.0247,13.0487,8.8,2.3897333193147543,0.170015679
19:13.8,42.9347,13.2002,11.1,2.38898254744547,0.170025679
28:21.3,43.0217,13.1003,7.4,2.9361333253003643,0.170035679
28:40.0,42.7943,13.1698,9.0,2.3658012624685343,0.170045679
15:19.8,43.0347,13.0538,9.9,2.210137066880199,0.170055679
16:41.9,42.5445,13.2422,10.4,3.1751114080432696,0.170065679
28:33.2,43.0117,13.0432,7.7,2.3233366823901167,0.170075679
29:51.3,42.9202,13.0443,11.0,2.7640786075410304,0.170085679
34:33.0,42.8675,13.0785,11.0,2.1055345189893235,0.170095679
38:21.8,42.9017,13.0968,10.8,2.127779221258507,0.170105679
51:17.1,42.6655,13.2913,8.9,2.8069699384601092,0.170115679
05:30.3,42.807,13.1292,10.3,2.390444809325217,0.170125679
10:47.2,42.9823,13.0493,9.9,2.8749775725903075,0.170135679
24:42.2,42.9432,13.0577,11.2,2.312084633861243,0.170145679
28:20.2,43.0587,13.0908,9.4,2.2567878251934763,0.170155679
29:22.9,42.9038,13.0455,9.8,2.4207917886830637,0.170165679
36:25.5,42.7778,13.2033,8.6,2.420595593109196,0.170175679
58:12.5,42.9035,13.193,8.0,3.185563103622486,0.170185679
00:51.5,42.7708,13.2147,10.4,3.0156507786807296,0.170195679
19:12.0,42.9413,13.1182,11.7,2.0140347004811123,0.170205679
25:33.3,42.9463,13.1132,10.6,3.000670121549101,0.170215679
26:39.1,42.757,13.2513,10.9,2.5182432753835045,0.170225679
34:17.4,42.8273,13.0647,11.0,2.3120876202684184,0.170235679
46:42.6,42.5707,13.2758,13.3,2.709977559962851,0.170245679
53:42.8,42.9225,13.1918,9.5,2.9044352626264778,0.170255679
57:44.8,42.7705,13.2108,9.4,2.8539420835778375,0.170265679
01:54.3,42.7187,13.1252,11.1,2.7411983839492127,0.170275679
18:11.1,42.7693,13.2117,9.7,2.0071764068867304,0.170285679
44:29.9,42.8673,13.1263,9.0,2.0837984806549508,0.170295679
48:17.5,42.89,13.1653,7.3,2.7943310911899175,0.170305679
51:00.5,42.9552,13.1333,8.7,2.0581275354635165,0.170315679
51:47.6,42.7557,13.2408,12.9,2.2761212778458906,0.170325679
01:10.9,42.7588,13.1953,8.9,2.659709758775141,0.170335679
16:14.3,42.7327,13.1667,9.0,2.4247126655014863,0.170345679
30:33.2,42.7307,13.1458,11.2,2.067555049145369,0.170355679
30:47.4,42.6313,13.1642,14.1,2.0788886178691985,0.170365679
43:31.4,42.9108,13.1443,7.2,2.313046223592952,0.170375679
52:42.2,42.7973,13.2,10.5,2.9360147862783434,0.170385679
56:47.4,42.9137,13.1188,9.6,2.7422341950950764,0.170395679
58:32.5,43.0158,13.1355,8.9,3.4,0.170405679
00:31.8,43.0163,13.1403,8.7,3.1881594654782743,0.170415679
35:30.7,42.6808,13.1477,12.9,2.2872059443257506,0.170425679
